s0,s1,s2,s3,s4,s5,s6,true_amplitude
-0.0031947511560820635,17.67638234249008,12.627770077816923,7.682739706195878,3.2526867773360735,1.6614117001544693,0.4311391157791655,17.173278462257663
0.12889325852324401,89.15063147710684,65.28622128514654,35.57934076234286,17.44036474306222,7.884354142261261,3.601055083318694,81.34674372520864
-0.2476554830397489,32.388706843954004,22.19959718768481,12.61760374662907,5.944037478477019,2.6982460040448215,1.0140641576813825,30.31385395719371
0.42617929720437875,55.59599359152727,40.868265613093314,22.25903786518835,10.40396059074988,5.725224379342148,2.877894690405558,56.75555585358407
0.39928774931235944,91.51704957261556,68.47519522610406,37.37910990198136,17.751427174754884,9.525223388568056,3.1129292251234615,97.90086524450074
0.10141889014456408,47.941227225380636,35.2922547965106,19.337972498610835,10.089894055991143,4.7367476809326385,1.533833602804462,50.881351421670395
0.11590866853287246,45.177030667845884,33.642848697602595,17.322878062681312,8.63908620765718,3.0232150062276553,2.1986731276680684,49.61342608809687
0.053690321237808945,16.165944024672438,10.812780661751368,5.632455170153296,4.0131502377888815,1.440094786358038,0.5294957650239952,14.902255651929785
-0.42710736887511613,51.84865666590141,38.10257634349584,20.342236488983268,11.658584474406487,5.458095389689788,1.4111816904272505,47.77612951238686
-1.182428012665094,11.240240614153983,8.606047821630476,5.500968763357739,2.1705049684567728,1.2798402220533422,-0.07149299192494407,10.360563692678355
-0.3995244198314141,40.708800643792074,30.6360796801595,17.311792423862858,8.090446530833653,4.470790829692531,2.1193821770130756,41.04216659847901
0.4365620339631616,56.3738234962183,42.39523188044794,23.57591435949871,11.386441973376181,5.31285852360047,2.420084991481627,56.22696060772713
-0.10878774602897429,102.10884628783494,74.42848456140521,40.511579999970536,19.629969792733245,8.00685204894032,3.3751298827141705,96.10613560076567
0.5281815038143151,32.778365322345415,25.187807703612634,13.334027697881394,7.039975823263147,2.469881640196876,1.1409092294215795,32.56659488412106
-0.7194118902440375,40.24169427633903,29.128525949280665,16.710844064686228,7.7392286409962985,3.5960368867977017,0.8893708741116826,38.17233971460304
0.3788880224508684,20.670898924219593,15.087592198840385,8.713013486353637,4.033287772913422,2.0998309578187,2.0244204024004913,21.864845599614046
-0.05548657587054628,56.00226772087213,41.71420490757176,22.430389720417658,11.075522224457465,5.452138484580201,3.3408370606402915,60.69782706756503
0.11767399142192303,17.56905468997753,12.847760994669844,6.105833084610972,3.822533377859198,1.3707411483150747,0.9870192742739563,17.960822854927315
-0.2847481711581325,54.67669723369278,40.4024291753745,22.5007223155855,11.377902260264992,5.621950957684713,2.5034073127684744,52.3086915196167
-0.22999576671562344,25.14410471626717,18.339442545005934,10.096962883069805,4.50151594778931,1.6204498830548357,1.4886194228796146,27.566284707204762
0.3713239315790505,38.03233317255519,27.824615287765774,15.708166260090609,7.727156245292055,3.028238091191544,0.8213620816259313,35.0548755958565
-0.6037807018293254,59.663139630844256,43.761807933091276,23.75052706218394,12.538869806720824,5.575557285306147,2.555741505656701,54.77635251899861
-0.5828161320639812,29.23436708796748,21.8706237493681,12.98195309374079,6.694855459501794,3.2073451438417333,0.6606629625853556,27.81190811244495
-0.303428093350517,27.19565283015632,20.241007975632662,11.631177943363847,4.672160204238476,2.2797953972339813,1.734247866193937,25.584006212871664
0.6753638990501827,36.79478162802576,27.96034513460503,14.472172462463751,7.478472483205332,2.870729543738486,1.8162490786030099,36.66427352634717
-0.15162260624167442,25.5375066466876,18.579275553788253,11.579781420004027,4.373324427775917,2.560660816260744,0.6184430542774659,23.075217475240102
-0.3679695437522229,62.58661036155115,46.84720262957214,26.12918353302392,13.382899356279344,6.688616397750847,1.2695627649516041,61.24181243865651
